+-------------+------+--------+-------+-----------+
|  series id  | year | period | value | footnotes |
+-------------+------+--------+-------+-----------+
| LNS12300000 | 2019 |  M12   |  61.1 |           |
| LNS12300000 | 2019 |  M11   |  61.0 |           |
| LNS12300000 | 2019 |  M10   |  61.0 |           |
| LNS12300000 | 2019 |  M09   |  61.0 |           |
| LNS12300000 | 2019 |  M08   |  60.8 |           |
| LNS12300000 | 2019 |  M07   |  60.8 |           |
| LNS12300000 | 2019 |  M06   |  60.7 |           |
| LNS12300000 | 2019 |  M05   |  60.6 |           |
| LNS12300000 | 2019 |  M04   |  60.5 |           |
| LNS12300000 | 2019 |  M03   |  60.6 |           |
| LNS12300000 | 2019 |  M02   |  60.7 |           |
| LNS12300000 | 2019 |  M01   |  60.6 |           |
| LNS12300000 | 2018 |  M12   |  60.6 |           |
| LNS12300000 | 2018 |  M11   |  60.6 |           |
| LNS12300000 | 2018 |  M10   |  60.5 |           |
| LNS12300000 | 2018 |  M09   |  60.4 |           |
| LNS12300000 | 2018 |  M08   |  60.3 |           |
| LNS12300000 | 2018 |  M07   |  60.6 |           |
| LNS12300000 | 2018 |  M06   |  60.5 |           |
| LNS12300000 | 2018 |  M05   |  60.5 |           |
| LNS12300000 | 2018 |  M04   |  60.4 |           |
| LNS12300000 | 2018 |  M03   |  60.4 |           |
| LNS12300000 | 2018 |  M02   |  60.4 |           |
| LNS12300000 | 2018 |  M01   |  60.1 |           |
| LNS12300000 | 2017 |  M12   |  60.1 |           |
| LNS12300000 | 2017 |  M11   |  60.1 |           |
| LNS12300000 | 2017 |  M10   |  60.1 |           |
| LNS12300000 | 2017 |  M09   |  60.4 |           |
| LNS12300000 | 2017 |  M08   |  60.1 |           |
| LNS12300000 | 2017 |  M07   |  60.2 |           |
| LNS12300000 | 2017 |  M06   |  60.1 |           |
| LNS12300000 | 2017 |  M05   |  60.1 |           |
| LNS12300000 | 2017 |  M04   |  60.2 |           |
| LNS12300000 | 2017 |  M03   |  60.2 |           |
| LNS12300000 | 2017 |  M02   |  60.0 |           |
| LNS12300000 | 2017 |  M01   |  59.9 |           |
| LNS12300000 | 2016 |  M12   |  59.7 |           |
| LNS12300000 | 2016 |  M11   |  59.7 |           |
| LNS12300000 | 2016 |  M10   |  59.7 |           |
| LNS12300000 | 2016 |  M09   |  59.7 |           |
| LNS12300000 | 2016 |  M08   |  59.8 |           |
| LNS12300000 | 2016 |  M07   |  59.8 |           |
| LNS12300000 | 2016 |  M06   |  59.7 |           |
| LNS12300000 | 2016 |  M05   |  59.7 |           |
| LNS12300000 | 2016 |  M04   |  59.7 |           |
| LNS12300000 | 2016 |  M03   |  59.8 |           |
| LNS12300000 | 2016 |  M02   |  59.8 |           |
| LNS12300000 | 2016 |  M01   |  59.7 |           |
| LNS12300000 | 2015 |  M12   |  59.6 |           |
| LNS12300000 | 2015 |  M11   |  59.4 |           |
| LNS12300000 | 2015 |  M10   |  59.3 |           |
| LNS12300000 | 2015 |  M09   |  59.2 |           |
| LNS12300000 | 2015 |  M08   |  59.4 |           |
| LNS12300000 | 2015 |  M07   |  59.3 |           |
| LNS12300000 | 2015 |  M06   |  59.4 |           |
| LNS12300000 | 2015 |  M05   |  59.4 |           |
| LNS12300000 | 2015 |  M04   |  59.3 |           |
| LNS12300000 | 2015 |  M03   |  59.2 |           |
| LNS12300000 | 2015 |  M02   |  59.2 |           |
| LNS12300000 | 2015 |  M01   |  59.3 |           |
| LNS12300000 | 2014 |  M12   |  59.3 |           |
| LNS12300000 | 2014 |  M11   |  59.2 |           |
| LNS12300000 | 2014 |  M10   |  59.3 |           |
| LNS12300000 | 2014 |  M09   |  59.1 |           |
| LNS12300000 | 2014 |  M08   |  59.0 |           |
| LNS12300000 | 2014 |  M07   |  59.0 |           |
| LNS12300000 | 2014 |  M06   |  59.0 |           |
| LNS12300000 | 2014 |  M05   |  58.9 |           |
| LNS12300000 | 2014 |  M04   |  58.9 |           |
| LNS12300000 | 2014 |  M03   |  58.9 |           |
| LNS12300000 | 2014 |  M02   |  58.7 |           |
| LNS12300000 | 2014 |  M01   |  58.8 |           |
| LNS12300000 | 2013 |  M12   |  58.7 |           |
| LNS12300000 | 2013 |  M11   |  58.6 |           |
| LNS12300000 | 2013 |  M10   |  58.3 |           |
| LNS12300000 | 2013 |  M09   |  58.7 |           |
